Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,TaxonCode,Previously_Obs,Month,Hour,Season,Observation_Duration
MONO,,,MONO-0049,Grassland,2018,2018-06-14,,,Kimberly Serno,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,False,False,26.3999996185303,48.7000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,87184.0,False,6,,Monsoon,
MONO,,,MONO-0049,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,False,False,26.3999996185303,48.7000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,89102.0,False,6,,Monsoon,
MONO,,,MONO-0049,Grassland,2018,2018-06-14,,,Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,False,False,26.3999996185303,48.7000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,84865.0,False,6,,Monsoon,
MONO,,,MONO-0049,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,False,False,26.3999996185303,48.7000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,88350.0,False,6,,Monsoon,
MONO,,,MONO-0049,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,26.3999996185303,48.7000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,266957.0,False,6,,Monsoon,
MONO,,,MONO-0049,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Belted Kingfisher,Ceryle alcyon,False,True,26.3999996185303,48.7000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,83980.0,False,6,,Monsoon,
MONO,,,MONO-0049,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,False,False,26.3999996185303,48.7000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,88350.0,False,6,,Monsoon,
MONO,,,MONO-0049,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Song Sparrow,Melospiza melodia,False,False,26.3999996185303,48.7000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,85643.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,False,False,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,85791.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,False,False,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,83867.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,False,False,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,94228.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,266957.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,False,False,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,90935.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,False,True,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,94257.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,False,True,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,85846.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,False,False,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,88350.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,False,False,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,83867.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,False,False,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,88350.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,False,True,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,84790.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,American Robin,Turdus migratorius,False,False,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,87136.0,False,6,,Monsoon,
MONO,,,MONO-0059,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,False,False,25.6000003814697,46.2000007629395,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,88350.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,87184.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,94228.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,95286.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,83867.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Visualization,,True,Undetermined,Fish Crow,Corvus ossifragus,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,87112.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,83867.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,88350.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,84781.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Visualization,50 - 100 Meters,False,Male,Eastern Bluebird,Sialia sialis,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,87184.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,86252.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,False,True,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,85846.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,7.5 - 10 min,Visualization,,True,Undetermined,Common Grackle,Quiscalus quiscula,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,94206.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,88350.0,False,6,,Monsoon,
MONO,,,MONO-0068,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,27.5,45.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,266957.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,False,True,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,265876.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Song Sparrow,Melospiza melodia,False,False,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,85643.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Male,Warbling Vireo,Vireo gilvus,False,False,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,93589.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,False,False,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,88350.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,False,False,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,90935.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Wood Thrush,Hylocichla mustelina,True,True,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,87156.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,False,True,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,94257.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,False,False,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,94215.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Baltimore Oriole,Icterus galbula,False,False,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,93655.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,False,False,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,94215.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,False,False,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,88350.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,False,True,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,94257.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,False,False,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,94215.0,False,6,,Monsoon,
MONO,,,MONO-0057,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,False,False,23.3999996185303,73.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,88038.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,94215.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Chipping Sparrow,Spizella passerina,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,84781.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,False,True,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,84790.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,94228.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Male,American Goldfinch,Carduelis tristis,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,95286.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Female,Eastern Bluebird,Sialia sialis,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,87184.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Visualization,<= 50 Meters,False,Male,American Goldfinch,Carduelis tristis,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,95286.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Visualization,<= 50 Meters,False,Female,American Goldfinch,Carduelis tristis,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,95286.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Visualization,<= 50 Meters,False,Female,Eastern Bluebird,Sialia sialis,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,87184.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,83867.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,83867.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,266957.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,87184.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,False,True,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,94257.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,95286.0,False,6,,Monsoon,
MONO,,,MONO-0058,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,False,False,24.8999996185303,65.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,87184.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Chipping Sparrow,Spizella passerina,False,False,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,84781.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Fish Crow,Corvus ossifragus,False,False,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,87112.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,False,False,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,88350.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,False,False,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,84781.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,False,True,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,94257.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,False,False,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,94228.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,False,False,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,87184.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,False,True,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,84790.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Visualization,<= 50 Meters,False,Male,Northern Cardinal,Cardinalis cardinalis,False,False,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,94228.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,False,True,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,85846.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,False,False,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,94215.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Song Sparrow,Melospiza melodia,False,False,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,85643.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,False,True,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,94257.0,False,6,,Monsoon,
MONO,,,MONO-0067,Grassland,2018,2018-06-14,,,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,False,False,22.2999992370605,63.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,95286.0,False,6,,Monsoon,
MONO,,,MONO-0066,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,False,True,22.7999992370605,71.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,94257.0,False,6,,Monsoon,
MONO,,,MONO-0066,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,False,True,22.7999992370605,71.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,85846.0,False,6,,Monsoon,
MONO,,,MONO-0066,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Red-shouldered Hawk,Buteo lineatus,False,False,22.7999992370605,71.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,79572.0,False,6,,Monsoon,
MONO,,,MONO-0066,Grassland,2018,2018-06-14,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,False,True,22.7999992370605,71.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,84790.0,False,6,,Monsoon,
